thickness_cm,energy_mev,w_H,density_g_cm3,transmitted_dose_mgy
16.53,464.94,0.0877,0.8982,38.6238
12.76,290.62,0.0417,0.8729,19.7461
7.32,49.17,0.0403,0.8722,0.1192
10.68,283.91,0.1429,0.9286,22.4395
7.64,363.57,0.1128,0.912,40.2132
2.28,468.75,0.0338,0.8686,66.0369
3.57,380.39,0.1293,0.9211,50.4642
8.09,277.26,0.1484,0.9316,26.5094
9.34,42.18,0.1214,0.9168,0.0
15.79,282.15,0.1184,0.9151,12.5575
10.88,239.22,0.0734,0.8904,15.6364
3.92,301.54,0.1056,0.9081,38.0087
14.71,249.17,0.0437,0.874,9.6872
2.91,19.15,0.0376,0.8707,0.0
5.96,281.84,0.0355,0.8695,31.1972
2.56,347.49,0.124,0.9182,47.3716
3.5,374.05,0.1085,0.9097,49.5029
5.87,144.17,0.06,0.883,10.4519
16.08,464.71,0.138,0.9259,39.3981
2.91,373.98,0.0584,0.8821,50.7791
5.61,397.93,0.0574,0.8816,49.281
8.0,266.17,0.0571,0.8814,24.5806
0.62,12.58,0.0405,0.8723,0.8306
6.32,88.45,0.087,0.8979,1.3387
12.89,199.83,0.1083,0.9096,6.1318
7.21,34.5,0.0384,0.8711,0.0
3.75,114.22,0.0542,0.8798,9.7195
10.15,152.97,0.0308,0.8669,3.6213
9.47,412.77,0.14,0.927,43.926
2.74,82.53,0.1203,0.9162,7.0695
6.54,309.54,0.1076,0.9092,34.1407
10.11,141.11,0.0835,0.8959,2.3705
2.1,183.84,0.0676,0.8872,23.9786
14.29,488.1,0.1262,0.9194,46.2761
1.87,405.01,0.0398,0.8719,57.3403
10.85,218.9,0.111,0.9111,12.5183
17.0,248.28,0.1409,0.9275,5.3356
7.26,494.47,0.0932,0.9013,60.5656
19.69,473.37,0.0993,0.9046,34.1341
18.36,18.77,0.042,0.8731,0.0
11.28,153.47,0.0234,0.8629,1.8973
17.17,425.9,0.1211,0.9166,31.4888
4.08,30.38,0.0914,0.9003,0.3865
5.37,264.63,0.1192,0.9156,29.6198
18.81,42.79,0.0907,0.8999,0.3672
15.38,478.97,0.1299,0.9214,43.0102
4.73,406.06,0.1355,0.9245,51.9347
15.06,168.44,0.0566,0.8811,0.0
18.42,234.5,0.1211,0.9166,0.5926
1.36,107.45,0.1455,0.93,13.4899
15.47,260.44,0.0681,0.8875,10.3012
13.23,24.33,0.0441,0.8743,0.0
14.01,34.68,0.1374,0.9256,0.0592
18.66,355.18,0.098,0.9039,18.173
9.18,45.99,0.1323,0.9228,0.0
10.76,424.63,0.0733,0.8903,43.1796
15.12,255.79,0.0816,0.8949,9.8348
17.44,394.89,0.0891,0.899,26.1286
1.05,82.15,0.047,0.8759,10.1747
5.19,364.42,0.0783,0.8931,45.0484
17.71,368.38,0.0463,0.8755,22.118
13.87,149.68,0.0987,0.9043,0.0
13.84,380.27,0.0522,0.8787,31.4003
9.02,277.08,0.0604,0.8832,24.7641
10.0,324.85,0.1259,0.9192,30.4126
19.63,352.95,0.1252,0.9189,16.2947
8.81,289.36,0.0832,0.8958,27.0619
16.49,241.7,0.0962,0.9029,5.4164
14.24,463.9,0.0392,0.8716,42.7533
0.78,110.61,0.0364,0.87,14.8922
8.95,314.8,0.0269,0.8648,30.3943
17.22,404.94,0.0622,0.8842,28.7771
14.0,238.74,0.1038,0.9071,9.465
16.46,159.56,0.0594,0.8827,0.0
7.4,284.4,0.1253,0.9189,28.992
1.88,167.04,0.1297,0.9213,21.7389
6.33,366.85,0.0456,0.8751,42.8172
2.24,484.28,0.0574,0.8816,68.0986
15.11,41.83,0.0533,0.8793,0.0
7.05,384.99,0.0916,0.9004,44.3525
5.13,428.92,0.1366,0.9251,54.8397
18.7,43.0,0.1095,0.9102,0.2522
18.28,38.81,0.1371,0.9254,0.0
16.23,198.63,0.1329,0.9231,0.0
2.97,398.52,0.1206,0.9163,54.2049
18.45,494.52,0.0736,0.8905,39.7562
3.9,290.68,0.1466,0.9306,35.9722
16.7,224.42,0.1006,0.9053,2.473
17.08,310.95,0.1365,0.9251,14.3774
7.98,157.14,0.1081,0.9095,8.3334
18.7,327.46,0.0888,0.8988,14.0626
16.69,109.7,0.0775,0.8926,0.0
3.82,136.97,0.0237,0.863,13.4643
8.34,385.41,0.0255,0.864,41.9667
12.86,457.74,0.064,0.8852,44.1281
15.87,438.05,0.0291,0.866,35.9133
17.92,323.18,0.0352,0.8694,14.905
5.3,253.29,0.1201,0.9161,27.9588
4.22,280.15,0.1123,0.9118,34.1531
15.63,193.78,0.0699,0.8884,0.0
15.37,58.75,0.03,0.8665,0.2311
19.08,369.61,0.0443,0.8744,19.6816
7.3,219.04,0.0445,0.8745,19.2681
4.87,187.56,0.0433,0.8738,19.0404
2.39,358.03,0.0949,0.9022,49.2227
15.13,245.94,0.0349,0.8692,8.8656
18.46,178.86,0.1134,0.9124,0.1468
6.92,19.82,0.0243,0.8634,0.0
16.8,405.56,0.0372,0.8705,29.3604
6.71,242.84,0.1135,0.9124,23.8072
8.99,45.09,0.1133,0.9123,0.0357
2.36,461.39,0.1069,0.9088,64.8636
15.2,30.53,0.0665,0.8866,0.0
11.86,402.75,0.1426,0.9284,38.2913
15.87,153.12,0.0989,0.9044,0.0
8.98,189.28,0.143,0.9286,11.3103
7.24,388.01,0.0432,0.8738,44.9406
10.63,258.81,0.0868,0.8977,18.6172
2.46,216.44,0.0635,0.8849,27.9322
6.28,111.24,0.1163,0.914,4.856
9.91,243.33,0.0955,0.9025,17.7243
18.32,344.18,0.0284,0.8656,16.8768
1.15,429.65,0.0837,0.896,62.5061
4.96,367.31,0.077,0.8923,45.4474
0.52,125.35,0.1214,0.9168,17.8957
6.15,367.87,0.0839,0.8961,43.7134
19.9,300.96,0.0771,0.8924,7.7303
19.7,352.75,0.123,0.9176,15.9744
4.33,323.3,0.087,0.8979,40.0466
17.22,411.93,0.0867,0.8977,29.2609
6.42,22.84,0.1369,0.9253,0.0378
8.99,233.7,0.0641,0.8853,18.0396
4.88,247.84,0.0996,0.9048,28.0251
10.45,404.67,0.0718,0.8895,41.4175
1.35,194.85,0.0825,0.8954,26.7287
7.8,80.67,0.086,0.8973,0.0729
12.18,152.22,0.1287,0.9208,0.0
19.64,315.8,0.0474,0.8761,11.0323
3.26,55.79,0.1202,0.9161,2.186
2.72,472.97,0.1319,0.9225,66.1387
5.38,230.29,0.0416,0.8729,24.298
5.03,253.19,0.0262,0.8644,28.3313
13.31,368.22,0.0802,0.8941,30.1846
18.81,214.52,0.0684,0.8876,0.0
5.92,91.88,0.1486,0.9317,2.5269
12.88,213.99,0.1364,0.925,7.5718
0.82,254.27,0.0833,0.8958,36.2798
10.78,240.01,0.0216,0.8619,15.5367
4.76,388.81,0.0977,0.9037,49.1399
0.91,382.6,0.071,0.8891,55.3773
10.62,381.41,0.1032,0.9068,37.2532
7.41,317.31,0.0954,0.9025,33.7046
17.32,265.22,0.0319,0.8675,7.403
16.07,304.65,0.0732,0.8903,15.5982
17.15,165.22,0.0412,0.8727,0.0
8.93,59.92,0.0518,0.8785,0.2442
5.66,65.5,0.0904,0.8997,0.1719
7.7,407.89,0.0395,0.8717,46.561
15.31,495.43,0.0342,0.8688,45.5714
6.47,73.61,0.0883,0.8986,0.0
1.38,188.93,0.0639,0.8851,25.3655
8.98,452.57,0.0618,0.884,50.9725
6.59,477.51,0.1236,0.918,59.1542
1.61,454.52,0.1275,0.9201,65.136
2.31,56.65,0.0718,0.8895,4.2969
15.68,378.96,0.1261,0.9194,27.1692
18.26,400.2,0.1308,0.9219,26.0217
13.91,389.06,0.0832,0.8958,32.2971
7.47,270.3,0.1238,0.9181,26.5168
6.04,314.39,0.0374,0.8706,35.7974
15.32,447.88,0.1389,0.9264,38.3076
3.51,76.58,0.0714,0.8893,4.8767
4.23,86.98,0.058,0.8819,5.2358
8.11,214.91,0.0472,0.876,17.1559
18.68,71.49,0.0843,0.8964,0.0
6.61,247.0,0.0399,0.8719,24.3747
13.58,375.06,0.1268,0.9197,30.7066
13.21,165.77,0.1358,0.9247,0.0
13.25,220.87,0.033,0.8681,8.0529
19.05,311.49,0.086,0.8973,11.0749
15.49,253.3,0.0798,0.8939,8.9128
3.95,69.43,0.0408,0.8724,2.6392
9.62,66.4,0.1358,0.9247,0.152
6.91,122.41,0.054,0.8797,5.5336
9.2,184.86,0.1302,0.9216,10.8909
17.29,94.36,0.0207,0.8614,0.2396
7.04,217.35,0.1242,0.9183,19.4837
5.39,76.32,0.1461,0.9304,1.2793
13.21,263.55,0.1415,0.9278,14.828
8.53,305.8,0.0366,0.8701,29.6457
12.13,476.01,0.1484,0.9316,48.8132
1.92,381.63,0.1304,0.9217,53.7688
7.87,73.88,0.0592,0.8826,0.0
5.58,284.11,0.1247,0.9186,32.0722
8.58,288.93,0.0463,0.8755,27.1944
3.29,15.07,0.1434,0.9289,0.0
4.88,480.49,0.1451,0.9298,62.9621
7.74,265.06,0.0583,0.8821,25.3068
15.2,287.44,0.0379,0.8708,14.824
5.39,61.15,0.1431,0.9287,0.0
19.57,24.91,0.0806,0.8943,0.3504
16.58,41.31,0.0583,0.8821,0.0
2.61,168.27,0.1113,0.9112,20.391
4.2,22.41,0.0678,0.8873,0.2115
8.72,450.44,0.1176,0.9147,51.0206
13.52,292.13,0.1415,0.9278,18.6531
13.7,23.99,0.0948,0.9021,0.0
7.65,122.46,0.1025,0.9064,4.5571
8.61,446.06,0.0819,0.895,50.8543
8.19,204.08,0.1315,0.9223,15.1676
15.27,244.43,0.1299,0.9214,7.7631
3.11,277.01,0.0899,0.8994,35.7558
8.78,90.16,0.1154,0.9135,0.0
19.42,218.02,0.1035,0.9069,0.0
10.54,230.62,0.1147,0.9131,14.6929
2.51,180.73,0.0532,0.8793,22.6335
8.77,271.15,0.0573,0.8815,24.3039
10.53,176.01,0.1369,0.9253,6.7529
8.47,110.3,0.066,0.8863,0.7181
3.24,263.0,0.0719,0.8895,33.5731
18.7,283.6,0.064,0.8852,7.3583
8.79,219.84,0.1447,0.9296,16.4651
1.56,490.25,0.1496,0.9323,70.7896
11.47,302.27,0.0221,0.8622,23.6966
3.96,276.41,0.0975,0.9036,34.2698
0.89,375.43,0.1295,0.9212,54.5783
14.92,267.86,0.0353,0.8694,12.2356
7.04,288.49,0.0501,0.8776,30.3805
16.32,201.58,0.0317,0.8674,0.0
10.91,221.12,0.0749,0.8912,12.8596
2.02,72.61,0.0461,0.8754,7.1632
1.53,321.22,0.0211,0.8616,45.0141
1.42,199.66,0.0871,0.8979,27.0694
12.7,414.72,0.0691,0.888,38.717
9.53,163.88,0.0543,0.8799,6.7655
2.77,163.96,0.0451,0.8748,19.4964
10.48,128.88,0.1326,0.9229,0.0
15.03,138.34,0.0671,0.8869,0.2001
18.11,307.6,0.0475,0.8761,12.2844
10.52,322.27,0.0426,0.8734,28.5595
18.97,192.68,0.1332,0.9233,0.0
11.73,370.06,0.0878,0.8983,33.5205
5.17,133.17,0.0641,0.8853,10.6572
17.23,358.45,0.0441,0.8743,21.3755
15.13,389.82,0.0737,0.8905,29.8277
4.51,252.23,0.1108,0.9109,29.4646
4.26,377.63,0.035,0.8692,48.6098
9.73,25.28,0.0463,0.8755,0.0596
6.7,354.64,0.1013,0.9057,40.6968
4.89,400.14,0.0833,0.8958,50.9671
9.31,492.8,0.0711,0.8891,56.5282
19.06,248.32,0.0341,0.8688,1.8477
7.89,111.28,0.1105,0.9108,2.1767
14.26,263.29,0.0643,0.8854,12.9667
17.23,59.06,0.1488,0.9318,0.0
9.15,448.61,0.0605,0.8833,50.0655
13.8,312.15,0.0949,0.9022,21.118
11.95,243.15,0.0963,0.903,14.2009
8.73,447.14,0.024,0.8632,50.5094
1.34,116.97,0.1436,0.929,14.868
1.53,370.2,0.086,0.8973,52.8221
7.01,407.07,0.1294,0.9212,48.0603
18.31,74.82,0.0528,0.879,0.108
4.65,354.22,0.1144,0.9129,44.5808
14.33,136.17,0.123,0.9176,0.0
16.25,108.58,0.0713,0.8892,0.022
6.65,90.68,0.0761,0.8919,1.2231
16.19,208.2,0.0312,0.8672,0.4362
19.26,63.51,0.1087,0.9098,0.0
0.62,475.09,0.0462,0.8754,69.9974
0.66,341.01,0.0497,0.8773,50.1364
13.93,154.65,0.112,0.9116,0.2132
14.69,232.26,0.1384,0.9261,7.2988
3.48,202.39,0.0752,0.8914,23.9013
18.31,42.91,0.0427,0.8735,0.0
16.57,32.86,0.1261,0.9194,0.0
7.76,208.42,0.141,0.9275,16.71
8.28,311.48,0.0729,0.8901,31.2804
14.61,367.81,0.1018,0.906,27.8502
10.13,177.03,0.0801,0.8941,7.3676
10.0,271.9,0.0454,0.875,22.1119
15.07,118.88,0.0853,0.8969,0.0
6.98,186.47,0.0614,0.8838,14.8997
17.81,188.61,0.1407,0.9274,0.0839
13.19,455.12,0.0616,0.8839,43.7794
10.25,382.53,0.0688,0.8878,38.1177
9.58,439.81,0.0312,0.8672,47.9168
19.32,136.19,0.1202,0.9161,0.0
8.08,214.17,0.1003,0.9052,16.9288
19.46,160.61,0.0519,0.8785,0.2298
15.96,47.89,0.0514,0.8783,0.3929
16.34,271.49,0.0604,0.8832,10.0499
14.0,65.65,0.0399,0.8719,0.099
2.15,478.6,0.0316,0.8674,67.9875
18.49,464.71,0.0872,0.898,35.2434
9.97,442.92,0.1168,0.9142,48.0381
12.21,113.09,0.0708,0.8889,0.0
5.08,411.09,0.0395,0.8717,52.3176
13.56,196.33,0.0602,0.8831,4.1247
10.37,149.97,0.081,0.8945,3.2124
17.03,452.37,0.1477,0.9312,36.0672
19.62,170.03,0.1332,0.9233,0.0
18.33,200.07,0.0767,0.8922,0.0
19.44,307.9,0.0555,0.8805,9.6075
19.06,364.16,0.0325,0.8679,19.0541
10.23,120.14,0.1165,0.9141,0.1366
9.49,110.16,0.0541,0.8798,0.0
12.41,459.64,0.1278,0.9203,45.6064
2.3,197.23,0.0775,0.8926,25.6167
0.67,408.05,0.0557,0.8806,59.8374
7.49,67.09,0.0858,0.8972,0.2058
2.79,403.16,0.0874,0.8981,55.5734
7.1,429.79,0.0267,0.8647,51.0747
14.19,56.45,0.0713,0.8892,0.2784
13.96,67.73,0.0468,0.8757,0.0
3.81,288.08,0.0868,0.8977,35.8616
19.9,202.0,0.0541,0.8798,0.4494
6.75,351.97,0.0327,0.868,40.0436
8.34,350.72,0.125,0.9187,37.0635
15.59,163.88,0.1403,0.9272,0.0873
16.03,390.46,0.1106,0.9108,28.6709
1.85,316.14,0.0776,0.8927,43.7618
10.41,134.28,0.0878,0.8983,0.8157
11.55,40.59,0.1025,0.9064,0.0
7.52,214.06,0.1493,0.9321,17.9841
16.44,343.17,0.098,0.9039,21.0396
13.61,155.36,0.0915,0.9003,0.188
12.64,269.86,0.0589,0.8824,16.9283
16.33,121.66,0.0683,0.8876,0.1212
18.99,279.44,0.0363,0.87,6.5441
12.89,149.59,0.0309,0.867,0.0
16.73,227.69,0.0982,0.904,2.7722
14.77,494.19,0.1116,0.9114,46.3148
11.03,422.82,0.1308,0.9219,42.6606
6.8,13.25,0.1451,0.9298,0.0
7.42,454.3,0.0948,0.9021,54.2152
9.77,446.85,0.1264,0.9195,48.4137
19.62,33.27,0.1404,0.9272,0.1829
13.2,463.38,0.1103,0.9107,44.8234
2.96,228.68,0.0552,0.8804,28.6751
13.55,227.27,0.1221,0.9172,8.7079
4.36,19.44,0.0221,0.8622,0.182
9.39,295.77,0.132,0.9226,26.7628
7.17,258.37,0.0967,0.9032,24.8308
4.09,359.49,0.1036,0.907,45.9256
2.61,104.58,0.0512,0.8782,11.0601
7.58,220.27,0.0354,0.8695,19.2001
12.51,36.34,0.1412,0.9277,0.2999
10.18,238.07,0.0947,0.9021,16.5107
13.83,236.59,0.0581,0.882,9.8149
18.32,292.9,0.1466,0.9306,9.8221
6.97,290.37,0.0699,0.8884,30.5043
2.12,283.26,0.0944,0.9019,38.5331
12.96,101.26,0.0214,0.8618,0.3231
7.99,111.65,0.1326,0.9229,1.6083
17.91,435.09,0.0492,0.8771,31.5058
15.78,111.07,0.1062,0.9084,0.0636
9.39,116.3,0.1019,0.906,0.0
12.23,91.82,0.1393,0.9266,0.2228
9.38,108.28,0.1029,0.9066,0.0
11.52,390.15,0.0907,0.8999,36.9488
15.02,202.3,0.1074,0.9091,2.2501
5.72,242.17,0.1053,0.9079,25.3619
9.91,318.64,0.0583,0.8821,29.4309
7.11,14.36,0.1476,0.9312,0.0
0.8,212.17,0.0322,0.8677,30.1634
13.25,124.97,0.1033,0.9068,0.2514
19.74,436.74,0.0281,0.8655,28.2857
14.35,335.31,0.1254,0.919,23.0797
12.56,406.81,0.0556,0.8806,37.2934
17.0,309.5,0.0965,0.9031,14.4028
16.84,286.53,0.1212,0.9167,11.5889
7.28,113.37,0.0996,0.9048,3.3482
10.17,46.91,0.1496,0.9323,0.0406
14.51,243.18,0.1461,0.9304,9.3475
10.21,347.35,0.0554,0.8805,32.8209
11.85,360.36,0.0692,0.8881,32.0481
16.19,109.68,0.0324,0.8678,0.0
2.18,454.14,0.1368,0.9252,64.4467
4.16,133.96,0.0459,0.8752,12.0479
1.03,446.67,0.1298,0.9214,65.0754
13.21,21.38,0.1404,0.9272,0.1114
14.7,75.36,0.045,0.8748,0.2306
13.47,78.56,0.1379,0.9258,0.0
18.64,268.65,0.1377,0.9257,5.1576
6.81,246.62,0.1477,0.9312,24.2337
13.61,363.31,0.0932,0.9013,28.761
11.25,470.73,0.0582,0.882,49.887
15.36,207.1,0.0974,0.9036,2.1956
11.12,144.14,0.117,0.9143,0.8141
6.24,10.97,0.1015,0.9058,0.0
15.59,371.32,0.0486,0.8767,26.906
1.15,462.1,0.0719,0.8895,67.5045
18.38,429.05,0.1043,0.9074,30.1159
19.1,407.86,0.0449,0.8747,25.515
2.39,353.88,0.0793,0.8936,48.6445
0.74,134.8,0.0619,0.884,19.0794
4.3,386.44,0.0363,0.87,49.8965
2.58,208.43,0.0737,0.8905,26.1481
1.28,269.77,0.0826,0.8954,37.8513
18.61,263.57,0.1198,0.9159,4.5552
13.92,317.07,0.0293,0.8661,21.5626
9.27,10.25,0.0662,0.8864,0.2455
5.71,498.45,0.0608,0.8834,64.1168
12.89,396.8,0.1198,0.9159,35.4872
9.71,307.21,0.091,0.9001,27.7407
6.42,259.67,0.1147,0.9131,26.3645
12.91,36.96,0.0244,0.8634,0.3343
1.14,152.51,0.0685,0.8877,20.8112
7.17,411.99,0.0788,0.8933,48.0059
15.67,148.2,0.0686,0.8877,0.0
1.37,260.7,0.0989,0.9044,36.7456
8.76,186.24,0.1137,0.9125,11.5617
6.68,315.34,0.0239,0.8631,35.0123
14.21,255.1,0.1409,0.9275,11.2362
14.12,288.89,0.0367,0.8702,16.9177
13.31,380.53,0.0717,0.8894,32.186
11.89,336.22,0.1192,0.9156,27.9553
15.92,333.53,0.0317,0.8674,20.1243
5.32,491.88,0.1194,0.9157,63.7819
0.53,13.54,0.0338,0.8686,0.9263
5.65,434.31,0.0663,0.8865,54.1776
14.72,476.49,0.1016,0.9059,43.8353
3.02,126.7,0.1367,0.9252,13.1679
9.15,324.57,0.11,0.9105,31.394
10.09,379.7,0.0318,0.8675,38.0318
6.66,140.68,0.0309,0.867,8.7416
0.88,415.05,0.1225,0.9174,60.2977
10.41,318.74,0.0434,0.8739,28.693
5.81,305.03,0.0639,0.8851,34.8808
18.02,249.29,0.1402,0.9271,3.5838
3.35,189.28,0.1424,0.9283,21.5815
4.48,213.05,0.0556,0.8806,23.1271
13.73,137.63,0.1362,0.9249,0.0
11.83,454.97,0.0727,0.89,46.3047
18.33,139.86,0.0952,0.9024,0.0
8.61,289.82,0.0574,0.8816,27.5374
11.84,127.24,0.1107,0.9109,0.0
8.84,361.18,0.0318,0.8675,37.7571
12.41,363.73,0.0532,0.8793,31.5493
9.68,160.28,0.0332,0.8683,5.6012
10.21,305.09,0.0421,0.8732,26.653
8.06,238.05,0.098,0.9039,20.3638
11.0,14.55,0.0238,0.8631,0.0457
13.34,242.17,0.1095,0.9102,11.2488
6.36,253.64,0.098,0.9039,26.382
12.02,315.26,0.0665,0.8866,25.2392
11.62,80.69,0.0843,0.8964,0.0739
16.05,483.05,0.1428,0.9285,42.4682
19.7,88.18,0.0902,0.8996,0.0
15.53,11.09,0.0588,0.8823,0.3909
16.19,80.45,0.0253,0.8639,0.0995
2.91,238.89,0.1264,0.9195,30.3507
2.56,189.07,0.1036,0.907,23.7793
3.36,32.44,0.1347,0.9241,0.0
1.13,366.63,0.022,0.8621,52.8291
2.45,253.55,0.1125,0.9119,33.7121
11.57,406.06,0.0676,0.8872,39.2746
17.12,233.13,0.0548,0.8801,3.1098
16.33,54.1,0.0996,0.9048,0.0
15.67,31.53,0.0924,0.9008,0.0
4.46,84.65,0.0601,0.8831,4.5082
19.89,166.61,0.1035,0.9069,0.0
3.36,389.53,0.0239,0.8631,52.4472
17.15,239.67,0.0326,0.8679,3.6043
8.17,487.45,0.0536,0.8795,57.6466
15.93,368.13,0.0915,0.9003,25.2025
15.69,303.42,0.0552,0.8804,16.509
18.65,66.31,0.059,0.8824,0.1823
17.16,281.09,0.1157,0.9136,10.2773
2.05,152.11,0.0346,0.869,19.1073
3.63,216.09,0.0629,0.8846,25.8051
3.74,250.51,0.0219,0.862,30.4822
6.53,326.18,0.1051,0.9078,36.7685
17.08,19.24,0.0467,0.8757,0.0
1.66,344.53,0.0772,0.8925,48.7431
19.52,57.03,0.1084,0.9096,0.2889
6.88,145.14,0.0218,0.862,8.9094
1.86,133.66,0.0274,0.8651,16.1431
13.62,436.54,0.1176,0.9147,40.1198
8.76,78.56,0.0759,0.8917,0.1009
1.08,337.12,0.0389,0.8714,48.4428
11.81,132.84,0.1264,0.9195,0.1996
18.29,414.42,0.1451,0.9298,27.8371
6.21,136.02,0.1151,0.9133,8.6897
15.65,35.9,0.0412,0.8727,0.0711
4.78,474.55,0.0733,0.8903,62.0443
18.54,497.72,0.0526,0.8789,39.838
1.18,185.83,0.1256,0.9191,25.2687
3.04,352.03,0.0444,0.8744,47.1638
12.74,405.98,0.1407,0.9274,36.8772
8.46,403.6,0.1446,0.9295,44.4256
8.05,176.97,0.0669,0.8868,11.6575
12.5,336.44,0.1027,0.9065,26.8103
9.15,356.49,0.0765,0.8921,36.2274
13.84,396.87,0.0319,0.8675,33.8965
17.27,317.39,0.1485,0.9317,15.4222
11.95,403.5,0.1499,0.9324,37.5592
9.81,73.36,0.0809,0.8945,0.0
7.62,354.45,0.0452,0.8749,39.1005
17.4,74.35,0.061,0.8835,0.3938
14.01,80.02,0.0417,0.8729,0.1228
9.52,434.52,0.0372,0.8705,47.4209
4.84,499.04,0.0414,0.8728,65.7793
1.13,122.59,0.0264,0.8645,16.2429
16.43,45.35,0.1329,0.9231,0.0
19.39,112.16,0.082,0.8951,0.0
19.65,266.59,0.0594,0.8827,3.3631
5.6,111.77,0.0477,0.8762,6.1454
3.4,189.65,0.0447,0.8746,22.0999
10.58,244.09,0.0653,0.8859,16.5018
6.3,17.94,0.1009,0.9055,0.2444
17.23,67.3,0.144,0.9292,0.0268
10.9,342.36,0.1478,0.9313,30.788
18.03,119.24,0.1298,0.9214,0.2341
6.12,466.35,0.1313,0.9222,58.4004
18.36,381.11,0.0638,0.8851,22.8222
5.64,482.28,0.0754,0.8915,61.8117
6.47,258.05,0.0488,0.8768,26.7893
0.99,232.56,0.0832,0.8958,33.2586
17.25,490.99,0.1089,0.9099,41.3703
11.43,184.54,0.1237,0.918,6.1144
2.84,287.52,0.0468,0.8757,37.8113
9.69,360.36,0.1442,0.9293,36.144
4.38,266.94,0.1435,0.9289,31.6111
13.54,75.95,0.0395,0.8717,0.0569
3.22,10.16,0.0801,0.8941,0.0894
3.08,345.9,0.0458,0.8752,46.0709
7.57,60.57,0.1104,0.9107,0.0
12.26,32.92,0.1387,0.9263,0.0
8.65,487.78,0.1194,0.9157,57.1223
5.16,472.92,0.1158,0.9137,61.5173
16.99,220.75,0.0412,0.8727,1.4958
5.56,360.63,0.0222,0.8622,43.7153
4.36,398.69,0.1497,0.9323,51.5083
18.43,321.3,0.0421,0.8732,13.8217
10.34,380.95,0.1137,0.9125,37.867
10.13,392.48,0.0428,0.8735,39.6802
18.27,400.17,0.0239,0.8631,25.9778
19.79,419.29,0.089,0.899,25.8322
16.25,18.79,0.0919,0.9005,0.0
0.57,137.81,0.0441,0.8743,19.4888
10.08,118.64,0.1411,0.9276,0.0
5.21,235.81,0.0368,0.8702,25.409
10.65,485.04,0.1325,0.9229,52.6419
3.88,391.23,0.0227,0.8625,51.292
1.75,296.23,0.1022,0.9062,41.0873
9.88,374.37,0.028,0.8654,37.7023
9.05,389.95,0.112,0.9116,41.6545
15.12,485.54,0.1271,0.9199,44.6797
12.69,300.47,0.1092,0.9101,21.0399
18.21,372.87,0.0435,0.8739,21.9953
11.27,352.91,0.0345,0.869,31.7596
4.81,234.78,0.1022,0.9062,25.9176
15.19,42.66,0.1429,0.9286,0.0
1.65,115.04,0.0715,0.8893,14.5331
1.11,295.35,0.0844,0.8964,42.4141
10.57,214.75,0.0479,0.8763,12.0741
4.33,355.63,0.1052,0.9079,45.4924
11.47,43.97,0.1499,0.9324,0.0365
6.07,219.47,0.127,0.9198,21.7058
0.63,472.89,0.1381,0.926,69.6272
12.55,364.5,0.0685,0.8877,31.121
19.07,450.74,0.0579,0.8818,31.9091
2.37,142.1,0.0761,0.8919,16.6797
17.05,491.8,0.105,0.9077,41.9036
17.91,306.61,0.1007,0.9054,12.0668
12.15,189.78,0.1302,0.9216,5.7117
7.65,373.69,0.0395,0.8717,41.7518
10.29,64.38,0.0368,0.8702,0.0129
4.8,68.06,0.0665,0.8866,0.9854
14.66,246.43,0.0586,0.8822,9.1984
11.75,329.69,0.0259,0.8642,27.4161
10.96,306.96,0.041,0.8725,25.5617
9.89,413.04,0.0298,0.8664,43.4093
15.69,245.13,0.1499,0.9324,7.5333
1.52,342.24,0.1139,0.9126,48.7972
5.94,236.49,0.1179,0.9148,24.7153
14.33,188.42,0.1307,0.9219,1.3141
19.51,76.4,0.0425,0.8734,0.057
17.84,35.71,0.0787,0.8933,0.2765
13.39,451.9,0.0353,0.8694,42.699
14.58,307.66,0.1336,0.9235,19.0574
18.0,423.82,0.0479,0.8763,29.8253
10.78,227.92,0.1216,0.9169,13.9903
19.56,51.79,0.0433,0.8738,0.091
19.82,441.03,0.1071,0.9089,29.0365
4.3,49.39,0.1293,0.9211,0.0
5.18,492.19,0.0577,0.8817,64.0196
11.01,388.75,0.044,0.8742,37.8075
17.44,160.04,0.0903,0.8997,0.0124
8.43,391.18,0.1381,0.926,42.487
16.96,310.01,0.0692,0.8881,14.5158
8.9,352.86,0.0697,0.8883,36.2401
5.65,362.15,0.1313,0.9222,43.8612
11.26,277.29,0.1103,0.9107,20.464
9.3,298.45,0.1106,0.9108,26.8291
3.67,172.43,0.0966,0.9031,18.9625
5.85,395.44,0.0563,0.881,48.5201
14.26,423.92,0.0319,0.8675,36.8555
0.65,229.27,0.1221,0.9172,33.1129
15.96,255.9,0.1034,0.9069,8.7346
1.91,458.59,0.0901,0.8996,65.0937
0.95,494.39,0.0982,0.904,72.4014
12.54,293.02,0.0739,0.8906,20.4303
7.3,136.25,0.0448,0.8746,6.268
12.9,257.7,0.0371,0.8704,14.6995
5.71,284.94,0.0321,0.8677,31.9738
8.15,416.61,0.0948,0.9021,47.1066
7.59,180.8,0.1238,0.9181,12.8701
19.04,442.06,0.1341,0.9238,30.7969
19.43,411.57,0.0497,0.8773,25.362
12.28,10.23,0.0461,0.8754,0.0
19.45,80.96,0.0726,0.8899,0.0
17.51,422.56,0.0319,0.8675,30.4118
11.28,429.3,0.0916,0.9004,43.2717
